species,spcode,season.site,decade,num.nights.per.season,count,abun.class,abun.class.log,total.decade,total.count
Heterocrossa sp. cf. contactella,Hetcon,1962s,1,13,0,Uncommon,0,0,1
Hierodoris sp. cf. electrica,Hieele,1962s,1,13,0,Uncommon,0,0,1
Hofmannophila pseudospretella,Hofpse,1962s,1,13,0,Uncommon,0,0,1
Ichneutica marmorata,Ichmar,1962s,1,13,1,Uncommon,0,1,1
Ichneutica sulcana,Ichsul,1962s,1,13,0,Uncommon,0,0,1
Kiwaia hippeis,Kiwhip,1962s,1,13,0,Uncommon,0,1,1
Meterana meyricci,Metmey,1962s,1,13,0,Uncommon,0,1,1
Meterana vitiosa,Metvit,1962s,1,13,0,Uncommon,0,0,1
Orthoclydon chlorias,Ortchl,1962s,1,13,0,Uncommon,0,1,1
Pasiphila sp. nr heighwayi,Pashei,1962s,1,13,0,Uncommon,0,1,1
Physetica prionistis,Phypri,1962s,1,13,0,Uncommon,0,0,1
Physetica sequens,Physeq,1962s,1,13,0,Uncommon,0,0,1
Platyptilia celidotus,Placel,1962s,1,13,0,Uncommon,0,0,1
Proteuxoa sanguinipuncta,Prosan,1962s,1,13,0,Uncommon,0,0,1
Prothelymna niphostrota,Pronip,1962s,1,13,0,Uncommon,0,0,1
Pseudocoremia colpogramma,Psecol,1962s,1,13,0,Uncommon,0,1,1
Pseudocoremia productata,Psepro,1962s,1,13,0,Uncommon,0,0,1
Scoparia animosa,Scoani,1962s,1,13,0,Uncommon,0,0,1
Scoparia trapezophora,Scotra,1962s,1,13,0,Uncommon,0,1,1
Tingena chloradelpha grp,Tinchla,1962s,1,13,0,Uncommon,0,0,1
Tingena ombrodella,Timomb,1962s,1,13,0,Uncommon,0,0,1
Tingena seclusa,Tinsec,1962s,1,13,0,Uncommon,0,0,1
Tingena sp. not oporaea,Tinsno,1962s,1,13,1,Uncommon,0,1,1
Trachypepla conspicuella,Tracon,1962s,1,13,1,Uncommon,0,1,1
Udea notata,Udenot,1962s,1,13,0,Uncommon,0,1,1
Xanthorhoe orophyla,Xanoro,1962s,1,13,0,Uncommon,0,1,1
Zapyrastra stellata,Zapste,1962s,1,13,0,Uncommon,0,0,1
Acroclita discariana,Acrdis,1987r,2,8,0,Uncommon,0,0,1
Apoctena conditana,Apocon,1987r,2,8,0,Uncommon,0,0,1
Archyala terranea,Arcter,1987r,2,8,0,Uncommon,0,0,1
Austrocidaria sp. nr prionota,Auspri,1987r,2,8,0,Uncommon,0,0,1
Batrachedra tristictica,Battri,1987r,2,8,0,Uncommon,0,1,1
Bityla defigurata,Bitdef,1987r,2,8,0,Uncommon,0,0,1
Bityla sericea,Bitser,1987r,2,8,0,Uncommon,0,0,1
Caloptilia selenitis,Calsel,1987r,2,8,0,Uncommon,0,1,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,1987r,2,8,0,Uncommon,0,1,1
Catamacta alopecana,Catalo,1987r,2,8,0,Uncommon,0,1,1
Chrysorthenches porphyritis,Chrpor,1987r,2,8,0,Uncommon,0,1,1
Coleophora striatipennella,Colstr,1987r,2,8,0,Uncommon,0,1,1
Crocidosema plebejana,Crople,1987r,2,8,0,Uncommon,0,1,1
Deana hybreasalis,Deahyb,1987r,2,8,0,Uncommon,0,0,1
Declana leptomera,Declep,1987r,2,8,0,Uncommon,0,1,1
Delogenes limodoxa,Dellim,1987r,2,8,0,Uncommon,0,0,1
Epichorista emphanes,Epiemp,1987r,2,8,0,Uncommon,0,1,1
Epiphyrne xanthaspis,Epixan,1987r,2,8,0,Uncommon,0,1,1
Eudonia dochmia,Euddoc,1987r,2,8,1,Uncommon,0,1,1
Gingidiobora nebulosa,Ginneb,1987r,2,8,0,Uncommon,0,0,1
Glaucocharis interrupta,Glaint,1987r,2,8,0,Uncommon,0,1,1
Glaucocharis pyrsophanes,Glapyr,1987r,2,8,0,Uncommon,0,0,1
Glyphipterix oxymachaera,Glyoxy,1987r,2,8,0,Uncommon,0,0,1
Glyphipterix triselena,Glytri,1987r,2,8,1,Uncommon,0,1,1
Harmologa scoliastis,Harsco,1987r,2,8,0,Uncommon,0,1,1
Harmologa sp. 'discaria' NZAC,Hardis,1987r,2,8,0,Uncommon,0,0,1
Heterocrossa eriphylla,Heteri,1987r,2,8,0,Uncommon,0,0,1
Heterocrossa sp. cf. contactella,Hetcon,1987r,2,8,0,Uncommon,0,1,1
Hierodoris sp. cf. electrica,Hieele,1987r,2,8,0,Uncommon,0,1,1
Hofmannophila pseudospretella,Hofpse,1987r,2,8,0,Uncommon,0,1,1
Ichneutica marmorata,Ichmar,1987r,2,8,0,Uncommon,0,0,1
Ichneutica sulcana,Ichsul,1987r,2,8,0,Uncommon,0,0,1
Kiwaia hippeis,Kiwhip,1987r,2,8,0,Uncommon,0,0,1
Meterana meyricci,Metmey,1987r,2,8,0,Uncommon,0,0,1
Meterana vitiosa,Metvit,1987r,2,8,0,Uncommon,0,1,1
Orthoclydon chlorias,Ortchl,1987r,2,8,0,Uncommon,0,0,1
Pasiphila sp. nr heighwayi,Pashei,1987r,2,8,0,Uncommon,0,0,1
Physetica prionistis,Phypri,1987r,2,8,0,Uncommon,0,1,1
Physetica sequens,Physeq,1987r,2,8,0,Uncommon,0,1,1
Platyptilia celidotus,Placel,1987r,2,8,0,Uncommon,0,1,1
Proteuxoa sanguinipuncta,Prosan,1987r,2,8,0,Uncommon,0,0,1
Prothelymna niphostrota,Pronip,1987r,2,8,1,Uncommon,0,1,1
Pseudocoremia colpogramma,Psecol,1987r,2,8,0,Uncommon,0,0,1
Pseudocoremia productata,Psepro,1987r,2,8,0,Uncommon,0,1,1
Scoparia animosa,Scoani,1987r,2,8,0,Uncommon,0,1,1
Scoparia trapezophora,Scotra,1987r,2,8,0,Uncommon,0,0,1
Tingena chloradelpha grp,Tinchla,1987r,2,8,0,Uncommon,0,1,1
Tingena ombrodella,Timomb,1987r,2,8,0,Uncommon,0,1,1
Tingena seclusa,Tinsec,1987r,2,8,1,Uncommon,0,1,1
Tingena sp. not oporaea,Tinsno,1987r,2,8,0,Uncommon,0,0,1
Trachypepla conspicuella,Tracon,1987r,2,8,0,Uncommon,0,0,1
Udea notata,Udenot,1987r,2,8,0,Uncommon,0,0,1
Xanthorhoe orophyla,Xanoro,1987r,2,8,0,Uncommon,0,0,1
Zapyrastra stellata,Zapste,1987r,2,8,0,Uncommon,0,1,1
Acroclita discariana,Acrdis,1987s,2,9,0,Uncommon,0,0,1
Apoctena conditana,Apocon,1987s,2,9,0,Uncommon,0,0,1
Archyala terranea,Arcter,1987s,2,9,0,Uncommon,0,0,1
Austrocidaria sp. nr prionota,Auspri,1987s,2,9,0,Uncommon,0,0,1
Batrachedra tristictica,Battri,1987s,2,9,0,Uncommon,0,1,1
Bityla defigurata,Bitdef,1987s,2,9,0,Uncommon,0,0,1
Bityla sericea,Bitser,1987s,2,9,0,Uncommon,0,0,1
Caloptilia selenitis,Calsel,1987s,2,9,0,Uncommon,0,1,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,1987s,2,9,0,Uncommon,0,1,1
Catamacta alopecana,Catalo,1987s,2,9,0,Uncommon,0,1,1
Chrysorthenches porphyritis,Chrpor,1987s,2,9,0,Uncommon,0,1,1
Coleophora striatipennella,Colstr,1987s,2,9,0,Uncommon,0,1,1
Crocidosema plebejana,Crople,1987s,2,9,0,Uncommon,0,1,1
Deana hybreasalis,Deahyb,1987s,2,9,0,Uncommon,0,0,1
Declana leptomera,Declep,1987s,2,9,0,Uncommon,0,1,1
Delogenes limodoxa,Dellim,1987s,2,9,0,Uncommon,0,0,1
Epichorista emphanes,Epiemp,1987s,2,9,1,Uncommon,0,1,1
Epiphyrne xanthaspis,Epixan,1987s,2,9,0,Uncommon,0,1,1
Eudonia dochmia,Euddoc,1987s,2,9,0,Uncommon,0,1,1
Gingidiobora nebulosa,Ginneb,1987s,2,9,0,Uncommon,0,0,1
Glaucocharis interrupta,Glaint,1987s,2,9,1,Uncommon,0,1,1
Glaucocharis pyrsophanes,Glapyr,1987s,2,9,0,Uncommon,0,0,1
Glyphipterix oxymachaera,Glyoxy,1987s,2,9,0,Uncommon,0,0,1
Glyphipterix triselena,Glytri,1987s,2,9,0,Uncommon,0,1,1
Harmologa scoliastis,Harsco,1987s,2,9,1,Uncommon,0,1,1
Harmologa sp. 'discaria' NZAC,Hardis,1987s,2,9,0,Uncommon,0,0,1
Heterocrossa eriphylla,Heteri,1987s,2,9,0,Uncommon,0,0,1
Heterocrossa sp. cf. contactella,Hetcon,1987s,2,9,0,Uncommon,0,1,1
Hierodoris sp. cf. electrica,Hieele,1987s,2,9,1,Uncommon,0,1,1
Hofmannophila pseudospretella,Hofpse,1987s,2,9,0,Uncommon,0,1,1
Ichneutica marmorata,Ichmar,1987s,2,9,0,Uncommon,0,0,1
Ichneutica sulcana,Ichsul,1987s,2,9,0,Uncommon,0,0,1
Kiwaia hippeis,Kiwhip,1987s,2,9,0,Uncommon,0,0,1
Meterana meyricci,Metmey,1987s,2,9,0,Uncommon,0,0,1
Meterana vitiosa,Metvit,1987s,2,9,0,Uncommon,0,1,1
Orthoclydon chlorias,Ortchl,1987s,2,9,0,Uncommon,0,0,1
Pasiphila sp. nr heighwayi,Pashei,1987s,2,9,0,Uncommon,0,0,1
Physetica prionistis,Phypri,1987s,2,9,1,Uncommon,0,1,1
Physetica sequens,Physeq,1987s,2,9,0,Uncommon,0,1,1
Platyptilia celidotus,Placel,1987s,2,9,0,Uncommon,0,1,1
Proteuxoa sanguinipuncta,Prosan,1987s,2,9,0,Uncommon,0,0,1
Prothelymna niphostrota,Pronip,1987s,2,9,0,Uncommon,0,1,1
Pseudocoremia colpogramma,Psecol,1987s,2,9,0,Uncommon,0,0,1
Pseudocoremia productata,Psepro,1987s,2,9,1,Uncommon,0,1,1
Scoparia animosa,Scoani,1987s,2,9,1,Uncommon,0,1,1
Scoparia trapezophora,Scotra,1987s,2,9,0,Uncommon,0,0,1
Tingena chloradelpha grp,Tinchla,1987s,2,9,0,Uncommon,0,1,1
Tingena ombrodella,Timomb,1987s,2,9,0,Uncommon,0,1,1
Tingena seclusa,Tinsec,1987s,2,9,0,Uncommon,0,1,1
Tingena sp. not oporaea,Tinsno,1987s,2,9,0,Uncommon,0,0,1
Trachypepla conspicuella,Tracon,1987s,2,9,0,Uncommon,0,0,1
Udea notata,Udenot,1987s,2,9,0,Uncommon,0,0,1
Xanthorhoe orophyla,Xanoro,1987s,2,9,0,Uncommon,0,0,1
Zapyrastra stellata,Zapste,1987s,2,9,0,Uncommon,0,1,1
Acroclita discariana,Acrdis,1988r,2,14,0,Uncommon,0,0,1
Apoctena conditana,Apocon,1988r,2,14,0,Uncommon,0,0,1
Archyala terranea,Arcter,1988r,2,14,0,Uncommon,0,0,1
Austrocidaria sp. nr prionota,Auspri,1988r,2,14,0,Uncommon,0,0,1
Batrachedra tristictica,Battri,1988r,2,14,0,Uncommon,0,1,1
Bityla defigurata,Bitdef,1988r,2,14,0,Uncommon,0,0,1
Bityla sericea,Bitser,1988r,2,14,0,Uncommon,0,0,1
Caloptilia selenitis,Calsel,1988r,2,14,0,Uncommon,0,1,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,1988r,2,14,1,Uncommon,0,1,1
Catamacta alopecana,Catalo,1988r,2,14,1,Uncommon,0,1,1
Chrysorthenches porphyritis,Chrpor,1988r,2,14,0,Uncommon,0,1,1
Coleophora striatipennella,Colstr,1988r,2,14,0,Uncommon,0,1,1
Crocidosema plebejana,Crople,1988r,2,14,1,Uncommon,0,1,1
Deana hybreasalis,Deahyb,1988r,2,14,0,Uncommon,0,0,1
Declana leptomera,Declep,1988r,2,14,0,Uncommon,0,1,1
Delogenes limodoxa,Dellim,1988r,2,14,0,Uncommon,0,0,1
Epichorista emphanes,Epiemp,1988r,2,14,0,Uncommon,0,1,1
Epiphyrne xanthaspis,Epixan,1988r,2,14,0,Uncommon,0,1,1
Eudonia dochmia,Euddoc,1988r,2,14,0,Uncommon,0,1,1
Gingidiobora nebulosa,Ginneb,1988r,2,14,0,Uncommon,0,0,1
Glaucocharis interrupta,Glaint,1988r,2,14,0,Uncommon,0,1,1
Glaucocharis pyrsophanes,Glapyr,1988r,2,14,0,Uncommon,0,0,1
Glyphipterix oxymachaera,Glyoxy,1988r,2,14,0,Uncommon,0,0,1
Glyphipterix triselena,Glytri,1988r,2,14,0,Uncommon,0,1,1
Harmologa scoliastis,Harsco,1988r,2,14,0,Uncommon,0,1,1
Harmologa sp. 'discaria' NZAC,Hardis,1988r,2,14,0,Uncommon,0,0,1
Heterocrossa eriphylla,Heteri,1988r,2,14,0,Uncommon,0,0,1
Heterocrossa sp. cf. contactella,Hetcon,1988r,2,14,0,Uncommon,0,1,1
Hierodoris sp. cf. electrica,Hieele,1988r,2,14,0,Uncommon,0,1,1
Hofmannophila pseudospretella,Hofpse,1988r,2,14,0,Uncommon,0,1,1
Ichneutica marmorata,Ichmar,1988r,2,14,0,Uncommon,0,0,1
Ichneutica sulcana,Ichsul,1988r,2,14,0,Uncommon,0,0,1
Kiwaia hippeis,Kiwhip,1988r,2,14,0,Uncommon,0,0,1
Meterana meyricci,Metmey,1988r,2,14,0,Uncommon,0,0,1
Meterana vitiosa,Metvit,1988r,2,14,1,Uncommon,0,1,1
Orthoclydon chlorias,Ortchl,1988r,2,14,0,Uncommon,0,0,1
Pasiphila sp. nr heighwayi,Pashei,1988r,2,14,0,Uncommon,0,0,1
Physetica prionistis,Phypri,1988r,2,14,0,Uncommon,0,1,1
Physetica sequens,Physeq,1988r,2,14,0,Uncommon,0,1,1
Platyptilia celidotus,Placel,1988r,2,14,0,Uncommon,0,1,1
Proteuxoa sanguinipuncta,Prosan,1988r,2,14,0,Uncommon,0,0,1
Prothelymna niphostrota,Pronip,1988r,2,14,0,Uncommon,0,1,1
Pseudocoremia colpogramma,Psecol,1988r,2,14,0,Uncommon,0,0,1
Pseudocoremia productata,Psepro,1988r,2,14,0,Uncommon,0,1,1
Scoparia animosa,Scoani,1988r,2,14,0,Uncommon,0,1,1
Scoparia trapezophora,Scotra,1988r,2,14,0,Uncommon,0,0,1
Tingena chloradelpha grp,Tinchla,1988r,2,14,1,Uncommon,0,1,1
Tingena ombrodella,Timomb,1988r,2,14,1,Uncommon,0,1,1
Tingena seclusa,Tinsec,1988r,2,14,0,Uncommon,0,1,1
Tingena sp. not oporaea,Tinsno,1988r,2,14,0,Uncommon,0,0,1
Trachypepla conspicuella,Tracon,1988r,2,14,0,Uncommon,0,0,1
Udea notata,Udenot,1988r,2,14,0,Uncommon,0,0,1
Xanthorhoe orophyla,Xanoro,1988r,2,14,0,Uncommon,0,0,1
Zapyrastra stellata,Zapste,1988r,2,14,1,Uncommon,0,1,1
Acroclita discariana,Acrdis,1988s,2,15,0,Uncommon,0,0,1
Apoctena conditana,Apocon,1988s,2,15,0,Uncommon,0,0,1
Archyala terranea,Arcter,1988s,2,15,0,Uncommon,0,0,1
Austrocidaria sp. nr prionota,Auspri,1988s,2,15,0,Uncommon,0,0,1
Batrachedra tristictica,Battri,1988s,2,15,1,Uncommon,0,1,1
Bityla defigurata,Bitdef,1988s,2,15,0,Uncommon,0,0,1
Bityla sericea,Bitser,1988s,2,15,0,Uncommon,0,0,1
Caloptilia selenitis,Calsel,1988s,2,15,1,Uncommon,0,1,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,1988s,2,15,0,Uncommon,0,1,1
Catamacta alopecana,Catalo,1988s,2,15,0,Uncommon,0,1,1
Chrysorthenches porphyritis,Chrpor,1988s,2,15,0,Uncommon,0,1,1
Coleophora striatipennella,Colstr,1988s,2,15,1,Uncommon,0,1,1
Crocidosema plebejana,Crople,1988s,2,15,0,Uncommon,0,1,1
Deana hybreasalis,Deahyb,1988s,2,15,0,Uncommon,0,0,1
Declana leptomera,Declep,1988s,2,15,1,Uncommon,0,1,1
Delogenes limodoxa,Dellim,1988s,2,15,0,Uncommon,0,0,1
Epichorista emphanes,Epiemp,1988s,2,15,0,Uncommon,0,1,1
Epiphyrne xanthaspis,Epixan,1988s,2,15,1,Uncommon,0,1,1
Eudonia dochmia,Euddoc,1988s,2,15,0,Uncommon,0,1,1
Gingidiobora nebulosa,Ginneb,1988s,2,15,0,Uncommon,0,0,1
Glaucocharis interrupta,Glaint,1988s,2,15,0,Uncommon,0,1,1
Glaucocharis pyrsophanes,Glapyr,1988s,2,15,0,Uncommon,0,0,1
Glyphipterix oxymachaera,Glyoxy,1988s,2,15,0,Uncommon,0,0,1
Glyphipterix triselena,Glytri,1988s,2,15,0,Uncommon,0,1,1
Harmologa scoliastis,Harsco,1988s,2,15,0,Uncommon,0,1,1
Harmologa sp. 'discaria' NZAC,Hardis,1988s,2,15,0,Uncommon,0,0,1
Heterocrossa eriphylla,Heteri,1988s,2,15,0,Uncommon,0,0,1
Heterocrossa sp. cf. contactella,Hetcon,1988s,2,15,1,Uncommon,0,1,1
Hierodoris sp. cf. electrica,Hieele,1988s,2,15,0,Uncommon,0,1,1
Hofmannophila pseudospretella,Hofpse,1988s,2,15,1,Uncommon,0,1,1
Ichneutica marmorata,Ichmar,1988s,2,15,0,Uncommon,0,0,1
Ichneutica sulcana,Ichsul,1988s,2,15,0,Uncommon,0,0,1
Kiwaia hippeis,Kiwhip,1988s,2,15,0,Uncommon,0,0,1
Meterana meyricci,Metmey,1988s,2,15,0,Uncommon,0,0,1
Meterana vitiosa,Metvit,1988s,2,15,0,Uncommon,0,1,1
Orthoclydon chlorias,Ortchl,1988s,2,15,0,Uncommon,0,0,1
Pasiphila sp. nr heighwayi,Pashei,1988s,2,15,0,Uncommon,0,0,1
Physetica prionistis,Phypri,1988s,2,15,0,Uncommon,0,1,1
Physetica sequens,Physeq,1988s,2,15,1,Uncommon,0,1,1
Platyptilia celidotus,Placel,1988s,2,15,1,Uncommon,0,1,1
Proteuxoa sanguinipuncta,Prosan,1988s,2,15,0,Uncommon,0,0,1
Prothelymna niphostrota,Pronip,1988s,2,15,0,Uncommon,0,1,1
Pseudocoremia colpogramma,Psecol,1988s,2,15,0,Uncommon,0,0,1
Pseudocoremia productata,Psepro,1988s,2,15,0,Uncommon,0,1,1
Scoparia animosa,Scoani,1988s,2,15,0,Uncommon,0,1,1
Scoparia trapezophora,Scotra,1988s,2,15,0,Uncommon,0,0,1
Tingena chloradelpha grp,Tinchla,1988s,2,15,0,Uncommon,0,1,1
Tingena ombrodella,Timomb,1988s,2,15,0,Uncommon,0,1,1
Tingena seclusa,Tinsec,1988s,2,15,0,Uncommon,0,1,1
Tingena sp. not oporaea,Tinsno,1988s,2,15,0,Uncommon,0,0,1
Trachypepla conspicuella,Tracon,1988s,2,15,0,Uncommon,0,0,1
Udea notata,Udenot,1988s,2,15,0,Uncommon,0,0,1
Xanthorhoe orophyla,Xanoro,1988s,2,15,0,Uncommon,0,0,1
Zapyrastra stellata,Zapste,1988s,2,15,0,Uncommon,0,1,1
Acroclita discariana,Acrdis,1989s,2,3,0,Uncommon,0,0,1
Apoctena conditana,Apocon,1989s,2,3,0,Uncommon,0,0,1
Archyala terranea,Arcter,1989s,2,3,0,Uncommon,0,0,1
Austrocidaria sp. nr prionota,Auspri,1989s,2,3,0,Uncommon,0,0,1
Batrachedra tristictica,Battri,1989s,2,3,0,Uncommon,0,1,1
Bityla defigurata,Bitdef,1989s,2,3,0,Uncommon,0,0,1
Bityla sericea,Bitser,1989s,2,3,0,Uncommon,0,0,1
Caloptilia selenitis,Calsel,1989s,2,3,0,Uncommon,0,1,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,1989s,2,3,0,Uncommon,0,1,1
Catamacta alopecana,Catalo,1989s,2,3,0,Uncommon,0,1,1
Chrysorthenches porphyritis,Chrpor,1989s,2,3,1,Uncommon,0,1,1
Coleophora striatipennella,Colstr,1989s,2,3,0,Uncommon,0,1,1
Crocidosema plebejana,Crople,1989s,2,3,0,Uncommon,0,1,1
Deana hybreasalis,Deahyb,1989s,2,3,0,Uncommon,0,0,1
Declana leptomera,Declep,1989s,2,3,0,Uncommon,0,1,1
Delogenes limodoxa,Dellim,1989s,2,3,0,Uncommon,0,0,1
Epichorista emphanes,Epiemp,1989s,2,3,0,Uncommon,0,1,1
Epiphyrne xanthaspis,Epixan,1989s,2,3,0,Uncommon,0,1,1
Eudonia dochmia,Euddoc,1989s,2,3,0,Uncommon,0,1,1
Gingidiobora nebulosa,Ginneb,1989s,2,3,0,Uncommon,0,0,1
Glaucocharis interrupta,Glaint,1989s,2,3,0,Uncommon,0,1,1
Glaucocharis pyrsophanes,Glapyr,1989s,2,3,0,Uncommon,0,0,1
Glyphipterix oxymachaera,Glyoxy,1989s,2,3,0,Uncommon,0,0,1
Glyphipterix triselena,Glytri,1989s,2,3,0,Uncommon,0,1,1
Harmologa scoliastis,Harsco,1989s,2,3,0,Uncommon,0,1,1
Harmologa sp. 'discaria' NZAC,Hardis,1989s,2,3,0,Uncommon,0,0,1
Heterocrossa eriphylla,Heteri,1989s,2,3,0,Uncommon,0,0,1
Heterocrossa sp. cf. contactella,Hetcon,1989s,2,3,0,Uncommon,0,1,1
Hierodoris sp. cf. electrica,Hieele,1989s,2,3,0,Uncommon,0,1,1
Hofmannophila pseudospretella,Hofpse,1989s,2,3,0,Uncommon,0,1,1
Ichneutica marmorata,Ichmar,1989s,2,3,0,Uncommon,0,0,1
Ichneutica sulcana,Ichsul,1989s,2,3,0,Uncommon,0,0,1
Kiwaia hippeis,Kiwhip,1989s,2,3,0,Uncommon,0,0,1
Meterana meyricci,Metmey,1989s,2,3,0,Uncommon,0,0,1
Meterana vitiosa,Metvit,1989s,2,3,0,Uncommon,0,1,1
Orthoclydon chlorias,Ortchl,1989s,2,3,0,Uncommon,0,0,1
Pasiphila sp. nr heighwayi,Pashei,1989s,2,3,0,Uncommon,0,0,1
Physetica prionistis,Phypri,1989s,2,3,0,Uncommon,0,1,1
Physetica sequens,Physeq,1989s,2,3,0,Uncommon,0,1,1
Platyptilia celidotus,Placel,1989s,2,3,0,Uncommon,0,1,1
Proteuxoa sanguinipuncta,Prosan,1989s,2,3,0,Uncommon,0,0,1
Prothelymna niphostrota,Pronip,1989s,2,3,0,Uncommon,0,1,1
Pseudocoremia colpogramma,Psecol,1989s,2,3,0,Uncommon,0,0,1
Pseudocoremia productata,Psepro,1989s,2,3,0,Uncommon,0,1,1
Scoparia animosa,Scoani,1989s,2,3,0,Uncommon,0,1,1
Scoparia trapezophora,Scotra,1989s,2,3,0,Uncommon,0,0,1
Tingena chloradelpha grp,Tinchla,1989s,2,3,0,Uncommon,0,1,1
Tingena ombrodella,Timomb,1989s,2,3,0,Uncommon,0,1,1
Tingena seclusa,Tinsec,1989s,2,3,0,Uncommon,0,1,1
Tingena sp. not oporaea,Tinsno,1989s,2,3,0,Uncommon,0,0,1
Trachypepla conspicuella,Tracon,1989s,2,3,0,Uncommon,0,0,1
Udea notata,Udenot,1989s,2,3,0,Uncommon,0,0,1
Xanthorhoe orophyla,Xanoro,1989s,2,3,0,Uncommon,0,0,1
Zapyrastra stellata,Zapste,1989s,2,3,0,Uncommon,0,1,1
Acroclita discariana,Acrdis,2020r,3,13,0,Uncommon,0,0,1
Apoctena conditana,Apocon,2020r,3,13,0,Uncommon,0,0,1
Archyala terranea,Arcter,2020r,3,13,0,Uncommon,0,0,1
Austrocidaria sp. nr prionota,Auspri,2020r,3,13,0,Uncommon,0,0,1
Batrachedra tristictica,Battri,2020r,3,13,0,Uncommon,0,0,1
Bityla defigurata,Bitdef,2020r,3,13,0,Uncommon,0,0,1
Bityla sericea,Bitser,2020r,3,13,0,Uncommon,0,0,1
Caloptilia selenitis,Calsel,2020r,3,13,0,Uncommon,0,0,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,2020r,3,13,0,Uncommon,0,0,1
Catamacta alopecana,Catalo,2020r,3,13,0,Uncommon,0,0,1
Chrysorthenches porphyritis,Chrpor,2020r,3,13,0,Uncommon,0,0,1
Coleophora striatipennella,Colstr,2020r,3,13,0,Uncommon,0,0,1
Crocidosema plebejana,Crople,2020r,3,13,0,Uncommon,0,0,1
Deana hybreasalis,Deahyb,2020r,3,13,0,Uncommon,0,1,1
Declana leptomera,Declep,2020r,3,13,0,Uncommon,0,0,1
Delogenes limodoxa,Dellim,2020r,3,13,0,Uncommon,0,0,1
Epichorista emphanes,Epiemp,2020r,3,13,0,Uncommon,0,0,1
Epiphyrne xanthaspis,Epixan,2020r,3,13,0,Uncommon,0,0,1
Eudonia dochmia,Euddoc,2020r,3,13,0,Uncommon,0,0,1
Gingidiobora nebulosa,Ginneb,2020r,3,13,0,Uncommon,0,0,1
Glaucocharis interrupta,Glaint,2020r,3,13,0,Uncommon,0,0,1
Glaucocharis pyrsophanes,Glapyr,2020r,3,13,0,Uncommon,0,1,1
Glyphipterix oxymachaera,Glyoxy,2020r,3,13,0,Uncommon,0,0,1
Glyphipterix triselena,Glytri,2020r,3,13,0,Uncommon,0,0,1
Harmologa scoliastis,Harsco,2020r,3,13,0,Uncommon,0,0,1
Harmologa sp. 'discaria' NZAC,Hardis,2020r,3,13,0,Uncommon,0,1,1
Heterocrossa eriphylla,Heteri,2020r,3,13,0,Uncommon,0,1,1
Heterocrossa sp. cf. contactella,Hetcon,2020r,3,13,0,Uncommon,0,0,1
Hierodoris sp. cf. electrica,Hieele,2020r,3,13,0,Uncommon,0,0,1
Hofmannophila pseudospretella,Hofpse,2020r,3,13,0,Uncommon,0,0,1
Ichneutica marmorata,Ichmar,2020r,3,13,0,Uncommon,0,0,1
Ichneutica sulcana,Ichsul,2020r,3,13,1,Uncommon,0,1,1
Kiwaia hippeis,Kiwhip,2020r,3,13,0,Uncommon,0,0,1
Meterana meyricci,Metmey,2020r,3,13,0,Uncommon,0,0,1
Meterana vitiosa,Metvit,2020r,3,13,0,Uncommon,0,0,1
Orthoclydon chlorias,Ortchl,2020r,3,13,0,Uncommon,0,0,1
Pasiphila sp. nr heighwayi,Pashei,2020r,3,13,0,Uncommon,0,0,1
Physetica prionistis,Phypri,2020r,3,13,0,Uncommon,0,0,1
Physetica sequens,Physeq,2020r,3,13,0,Uncommon,0,0,1
Platyptilia celidotus,Placel,2020r,3,13,0,Uncommon,0,0,1
Proteuxoa sanguinipuncta,Prosan,2020r,3,13,1,Uncommon,0,1,1
Prothelymna niphostrota,Pronip,2020r,3,13,0,Uncommon,0,0,1
Pseudocoremia colpogramma,Psecol,2020r,3,13,0,Uncommon,0,0,1
Pseudocoremia productata,Psepro,2020r,3,13,0,Uncommon,0,0,1
Scoparia animosa,Scoani,2020r,3,13,0,Uncommon,0,0,1
Scoparia trapezophora,Scotra,2020r,3,13,0,Uncommon,0,0,1
Tingena chloradelpha grp,Tinchla,2020r,3,13,0,Uncommon,0,0,1
Tingena ombrodella,Timomb,2020r,3,13,0,Uncommon,0,0,1
Tingena seclusa,Tinsec,2020r,3,13,0,Uncommon,0,0,1
Tingena sp. not oporaea,Tinsno,2020r,3,13,0,Uncommon,0,0,1
Trachypepla conspicuella,Tracon,2020r,3,13,0,Uncommon,0,0,1
Udea notata,Udenot,2020r,3,13,0,Uncommon,0,0,1
Xanthorhoe orophyla,Xanoro,2020r,3,13,0,Uncommon,0,0,1
Zapyrastra stellata,Zapste,2020r,3,13,0,Uncommon,0,0,1
Acroclita discariana,Acrdis,2020s,3,13,0,Uncommon,0,0,1
Apoctena conditana,Apocon,2020s,3,13,0,Uncommon,0,0,1
Archyala terranea,Arcter,2020s,3,13,0,Uncommon,0,0,1
Austrocidaria sp. nr prionota,Auspri,2020s,3,13,0,Uncommon,0,0,1
Batrachedra tristictica,Battri,2020s,3,13,0,Uncommon,0,0,1
Bityla defigurata,Bitdef,2020s,3,13,0,Uncommon,0,0,1
